Month,Day,Hour,DoY,Rg_f,Rg_fqc,Ta_f,Ta_fqc,VPD_f,VPD_fqc,Ts_f,Ts_fqc,Precip,SWC,H_f,H_fqc,LE_f,LE_fqc,qf_NEE_st,qf_NEE_or,Reco_st,Reco_or,NEE_st_fMDS,NEE_st_fMDSqc,GPP_st_MDS,NEE_or_fMDS,NEE_or_fMDSqc,GPP_or_MDS,NEE_st_fANN,NEE_st_fANNqc,GPP_st_ANN,NEE_or_fANN,NEE_or_fANNqc,GPP_or_ANN
1,1,5.5,1.229,0.00,0,-4.16,0,0.18,0,0.85,0,0.00,23.20,-6.96,1,-1.68,1,99,99,0.769,0.775,0.716,1,0.053,0.714,1,0.061,0.654,1,0.115,0.689,1,0.086
1,1,6.0,1.250,0.00,0,-4.25,0,0.19,0,0.85,0,0.00,23.20,-7.25,1,-1.45,1,99,99,0.763,0.769,0.665,1,0.098,0.661,1,0.108,0.653,1,0.110,0.688,1,0.081
1,1,6.5,1.271,0.00,0,-4.26,0,0.19,0,0.85,0,0.00,23.20,-7.25,1,-1.45,1,99,99,0.762,0.768,0.665,1,0.097,0.661,1,0.107,0.652,1,0.110,0.688,1,0.081
1,1,7.0,1.292,0.00,0,-4.31,0,0.19,0,0.85,0,0.00,23.20,-7.25,1,-1.45,1,99,99,0.759,0.765,0.665,1,0.094,0.661,1,0.104,0.652,1,0.107,0.687,1,0.078
1,1,7.5,1.313,0.11,0,-4.32,0,0.19,0,0.86,0,0.00,23.20,-7.25,1,-1.45,1,99,99,0.758,0.764,0.665,1,0.093,0.661,1,0.103,0.652,1,0.107,0.687,1,0.077
1,1,8.0,1.333,3.11,0,-4.31,0,0.19,0,0.86,0,0.00,23.20,-6.99,1,-1.43,1,99,99,0.759,0.765,0.669,1,0.090,0.665,1,0.100,0.652,1,0.107,0.687,1,0.078
1,1,8.5,1.354,15.26,0,-4.25,0,0.19,0,0.86,0,0.00,23.20,-6.69,1,-1.33,1,99,99,0.763,0.769,0.670,1,0.093,0.668,1,0.101,0.443,1,0.320,0.501,1,0.267
1,1,9.0,1.375,32.76,0,-4.26,0,0.19,0,0.86,0,0.00,23.20,1.67,1,0.83,1,99,99,0.762,0.768,0.703,1,0.060,0.726,1,0.042,0.423,1,0.340,0.479,1,0.289
1,1,9.5,1.396,53.65,0,-4.30,0,0.19,0,0.86,0,0.00,23.20,4.36,1,-0.02,1,99,99,0.760,0.765,0.650,1,0.109,0.622,1,0.144,0.402,1,0.358,0.459,1,0.307
1,1,10.0,1.417,103.14,0,-4.33,0,0.19,0,0.87,0,0.00,23.20,11.81,1,0.66,1,99,99,0.758,0.764,0.488,1,0.270,0.479,1,0.284,0.363,1,0.395,0.430,1,0.334
1,1,10.5,1.438,114.90,0,-4.24,0,0.20,0,0.87,0,0.00,23.30,9.18,1,-0.39,1,99,99,0.764,0.770,0.182,1,0.582,0.155,1,0.615,0.352,1,0.412,0.430,1,0.340
1,1,11.0,1.458,168.75,0,-4.11,0,0.20,0,0.88,0,0.00,23.20,45.14,2,8.78,2,99,99,0.772,0.778,0.805,2,-0.033,0.680,2,0.098,0.327,1,0.444,0.418,1,0.360
1,1,11.5,1.479,213.94,0,-3.72,0,0.20,0,0.89,0,0.00,23.20,52.30,2,15.65,2,99,99,0.796,0.802,0.365,2,0.430,0.808,2,-0.006,0.305,1,0.490,0.416,1,0.386
1,1,12.0,1.500,242.53,0,-3.54,0,0.20,0,0.90,0,0.00,23.20,49.08,2,17.20,2,99,99,0.807,0.814,0.213,2,0.595,0.788,2,0.026,0.294,1,0.513,0.419,1,0.395
1,1,12.5,1.521,322.02,0,-3.41,0,0.20,0,0.91,0,0.00,23.30,50.69,2,16.10,2,99,99,0.815,0.822,1.798,2,-0.983,0.811,2,0.012,0.271,1,0.544,0.450,1,0.372
1,1,13.0,1.542,328.36,0,-3.15,0,0.20,0,0.91,0,0.00,23.20,52.64,2,12.19,2,99,99,0.832,0.840,1.798,2,-0.966,0.762,2,0.078,0.269,1,0.563,0.444,1,0.396
1,1,13.5,1.563,179.62,0,-3.18,0,0.19,0,0.91,0,0.00,23.30,34.75,2,9.76,2,99,99,0.830,0.838,0.393,2,0.437,0.522,2,0.315,0.307,1,0.524,0.405,1,0.433
1,1,14.0,1.583,160.16,0,-3.16,0,0.19,0,0.91,0,0.00,23.20,41.00,2,4.38,2,99,99,0.831,0.839,0.285,2,0.546,0.383,2,0.456,0.318,1,0.513,0.400,1,0.439
1,1,14.5,1.604,108.84,0,-3.15,0,0.19,0,0.91,0,0.12,23.20,17.71,1,4.37,1,99,99,0.832,0.840,0.182,1,0.650,0.155,1,0.685,0.348,1,0.484,0.411,1,0.428
1,1,15.0,1.625,80.77,0,-3.30,0,0.19,0,0.91,0,0.12,23.20,14.82,1,3.45,1,99,99,0.823,0.830,0.372,1,0.451,0.416,1,0.414,0.371,1,0.452,0.429,1,0.401
1,1,15.5,1.646,45.28,0,-3.33,0,0.19,0,0.91,0,0.12,23.20,4.83,1,1.26,1,99,99,0.821,0.828,0.737,1,0.084,0.750,1,0.078,0.405,1,0.415,0.461,1,0.367
1,1,16.0,1.667,19.61,0,-3.21,0,0.18,0,0.89,0,0.00,23.30,-4.25,1,-1.09,1,99,99,0.828,0.836,0.847,1,-0.019,0.849,1,-0.013,0.433,1,0.395,0.500,1,0.336
1,1,16.5,1.688,5.17,0,-3.30,0,0.18,0,0.88,0,0.00,23.30,-4.97,1,-1.19,1,99,99,0.822,0.830,0.842,1,-0.020,0.847,1,-0.018,0.662,1,0.160,0.697,1,0.132
1,1,17.0,1.708,0.55,0,-3.52,0,0.18,0,0.87,0,0.00,23.30,-5.14,1,-1.23,1,99,99,0.809,0.815,0.836,1,-0.028,0.844,1,-0.029,0.658,1,0.150,0.694,1,0.121
1,1,17.5,1.729,0.00,0,-3.66,0,0.19,0,0.86,0,0.00,23.30,-5.14,1,-1.23,1,99,99,0.799,0.806,0.836,1,-0.037,0.844,1,-0.038,0.656,1,0.144,0.692,1,0.114
1,1,18.0,1.750,0.00,0,-3.58,0,0.19,0,0.86,0,0.00,23.30,-5.14,1,-1.23,1,99,99,0.805,0.812,0.836,1,-0.031,0.844,1,-0.033,0.657,1,0.148,0.693,1,0.119
1,1,18.5,1.771,0.00,0,-3.51,0,0.19,0,0.87,0,0.00,23.30,-5.14,1,-1.23,1,99,99,0.809,0.816,0.836,1,-0.027,0.844,1,-0.028,0.658,1,0.151,0.694,1,0.122
1,1,19.0,1.792,0.00,0,-3.49,0,0.20,0,0.88,0,0.00,23.30,-24.21,0,-0.78,0,192,192,0.810,0.817,0.836,1,-0.026,0.844,1,-0.027,0.658,1,0.152,0.694,1,0.123
1,1,19.5,1.813,0.00,0,-3.50,0,0.20,0,0.88,0,0.00,23.30,-21.46,0,-1.89,0,0,0,0.810,0.816,0.414,0,0.396,0.460,0,0.356,0.414,0,0.396,0.460,0,0.356
1,1,20.0,1.833,0.00,0,-3.51,0,0.21,0,0.88,0,0.00,23.30,-21.54,0,-2.32,0,0,0,0.809,0.816,0.548,0,0.262,0.300,0,0.516,0.548,0,0.262,0.300,0,0.516
1,1,20.5,1.854,0.00,0,-3.51,0,0.22,0,0.88,0,0.00,23.30,-16.17,0,-4.74,0,0,0,0.809,0.816,0.082,0,0.727,0.121,0,0.695,0.082,0,0.727,0.121,0,0.695
1,1,21.0,1.875,0.00,0,-3.64,0,0.24,0,0.88,0,0.00,23.30,-15.23,0,-3.05,0,0,0,0.801,0.808,0.628,0,0.173,0.494,0,0.314,0.628,0,0.173,0.494,0,0.314
1,1,21.5,1.896,0.00,0,-3.70,0,0.26,0,0.88,0,0.00,23.30,-11.83,0,-3.94,0,0,0,0.797,0.804,0.029,0,0.768,0.202,0,0.602,0.029,0,0.768,0.202,0,0.602
1,1,22.0,1.917,0.00,0,-3.69,0,0.26,0,0.88,0,0.00,23.30,-6.57,0,-2.78,0,0,0,0.798,0.805,0.718,0,0.080,0.441,0,0.364,0.718,0,0.080,0.441,0,0.364
1,1,22.5,1.938,0.00,0,-3.78,0,0.26,0,0.88,0,0.00,23.30,-7.43,0,-3.67,0,0,0,0.792,0.799,0.192,0,0.600,0.158,0,0.641,0.192,0,0.600,0.158,0,0.641
1,1,23.0,1.958,0.00,0,-3.94,0,0.28,0,0.88,0,0.00,23.30,-6.20,0,-4.47,0,0,0,0.782,0.788,-0.145,0,0.927,0.250,0,0.538,-0.145,0,0.927,0.250,0,0.538
1,1,23.5,1.979,0.00,0,-4.04,0,0.29,0,0.88,0,0.00,23.30,-4.26,0,-2.93,0,0,0,0.776,0.782,0.535,0,0.241,0.705,0,0.077,0.535,0,0.241,0.705,0,0.077
1,2,0.0,2.000,0.00,0,-4.13,0,0.27,0,0.88,0,0.00,23.30,0.44,0,-6.48,0,0,0,0.770,0.776,-0.103,0,0.873,-0.243,0,1.019,-0.103,0,0.873,-0.243,0,1.019
1,2,0.5,2.021,0.00,0,-4.18,0,0.25,0,0.88,0,0.00,23.30,-0.81,0,-3.71,0,0,0,0.768,0.773,0.690,0,0.078,0.852,0,-0.079,0.690,0,0.078,0.852,0,-0.079
1,2,1.0,2.042,0.00,0,-4.25,0,0.25,0,0.88,0,0.00,23.30,-7.91,0,-7.73,0,0,0,0.763,0.769,0.891,0,-0.128,0.720,0,0.049,0.891,0,-0.128,0.720,0,0.049
1,2,1.5,2.063,0.00,0,-4.22,0,0.28,0,0.88,0,0.00,23.30,-10.94,0,-3.61,0,0,0,0.765,0.771,0.560,0,0.205,0.377,0,0.394,0.560,0,0.205,0.377,0,0.394
1,2,2.0,2.083,0.00,0,-4.15,0,0.29,0,0.88,0,0.00,23.30,-5.49,0,-5.66,0,0,0,0.769,0.775,0.682,0,0.088,0.594,0,0.181,0.682,0,0.088,0.594,0,0.181
1,2,2.5,2.104,0.00,0,-4.18,0,0.26,0,0.88,0,0.00,23.30,-1.63,0,-2.36,0,0,0,0.767,0.773,0.083,0,0.685,0.219,0,0.554,0.083,0,0.685,0.219,0,0.554
1,2,3.0,2.125,0.00,0,-4.17,0,0.27,0,0.89,0,0.00,23.30,-6.39,0,-3.73,0,0,0,0.768,0.774,0.361,0,0.407,0.570,0,0.204,0.361,0,0.407,0.570,0,0.204
1,2,3.5,2.146,0.00,0,-4.16,0,0.25,0,0.90,0,0.00,23.30,0.55,0,-1.88,0,0,0,0.769,0.774,0.573,0,0.195,0.844,0,-0.070,0.573,0,0.195,0.844,0,-0.070
1,2,4.0,2.167,0.00,0,-4.04,0,0.24,0,0.89,0,0.00,23.30,-4.34,0,-2.21,0,0,0,0.776,0.782,0.312,0,0.464,0.423,0,0.359,0.312,0,0.464,0.423,0,0.359
1,2,4.5,2.188,0.00,0,-3.92,0,0.24,0,0.88,0,0.00,23.30,-0.28,0,-1.26,0,0,0,0.783,0.789,0.536,0,0.247,0.104,0,0.685,0.536,0,0.247,0.104,0,0.685
1,2,5.0,2.208,0.00,0,-3.79,0,0.26,0,0.88,0,0.00,23.30,-11.62,0,-3.67,0,0,0,0.792,0.798,0.617,0,0.174,0.529,0,0.269,0.617,0,0.174,0.529,0,0.269
1,2,5.5,2.229,0.00,0,-3.70,0,0.28,0,0.88,0,0.00,23.30,-9.19,0,-5.24,0,0,0,0.797,0.804,0.489,0,0.308,0.609,0,0.195,0.489,0,0.308,0.609,0,0.195
1,2,6.0,2.250,0.00,0,-3.63,0,0.29,0,0.89,0,0.00,23.30,-7.26,0,-6.10,0,0,0,0.801,0.808,-0.329,0,1.131,-0.197,0,1.005,-0.329,0,1.131,-0.197,0,1.005
1,2,6.5,2.271,0.00,0,-3.55,0,0.31,0,0.90,0,0.00,23.30,-8.32,0,-2.33,0,0,0,0.806,0.813,0.650,0,0.156,0.667,0,0.146,0.650,0,0.156,0.667,0,0.146
1,2,7.0,2.292,0.00,0,-3.54,0,0.30,0,0.90,0,0.00,23.30,-4.35,0,-2.62,0,0,0,0.807,0.814,0.785,0,0.023,0.560,0,0.254,0.785,0,0.023,0.560,0,0.254
1,2,7.5,2.313,0.06,0,-3.47,0,0.31,0,0.90,0,0.00,23.30,-11.90,0,-1.79,0,0,0,0.811,0.818,-0.097,0,0.909,0.009,0,0.809,-0.097,0,0.909,0.009,0,0.809
1,2,8.0,2.333,2.17,0,-3.39,0,0.32,0,0.90,0,0.00,23.30,-12.84,0,-2.99,0,128,128,0.817,0.824,0.837,1,-0.020,0.845,1,-0.021,0.660,1,0.156,0.694,1,0.130
1,2,8.5,2.354,11.08,0,-3.29,0,0.33,0,0.90,0,0.00,23.30,-8.06,0,-1.63,0,3,3,0.823,0.831,0.848,1,-0.025,0.849,1,-0.019,0.452,1,0.371,0.520,1,0.311
1,2,9.0,2.375,22.86,0,-3.15,0,0.35,0,0.90,0,0.00,23.30,-2.76,0,-2.39,0,3,3,0.832,0.839,0.914,1,-0.082,0.915,1,-0.075,0.437,1,0.395,0.502,1,0.338
1,2,9.5,2.396,40.71,0,-2.98,0,0.37,0,0.90,0,0.00,23.30,-3.54,0,-0.89,0,3,3,0.843,0.850,0.737,1,0.106,0.750,1,0.101,0.416,1,0.426,0.477,1,0.373
1,2,10.0,2.417,54.58,0,-2.82,0,0.41,0,0.91,0,0.00,23.30,7.59,0,0.09,0,3,3,0.853,0.861,0.619,1,0.234,0.615,1,0.246,0.402,1,0.451,0.461,1,0.400
1,2,10.5,2.438,65.50,0,-2.69,0,0.42,0,0.91,0,0.00,23.30,8.98,0,0.07,0,3,3,0.861,0.870,0.544,1,0.318,0.545,1,0.325,0.391,1,0.470,0.450,1,0.420
1,2,11.0,2.458,89.99,0,-2.55,0,0.45,0,0.93,0,0.00,23.30,9.35,0,2.92,0,3,3,0.871,0.879,0.337,1,0.533,0.379,1,0.500,0.370,1,0.501,0.430,1,0.450
1,2,11.5,2.479,108.50,0,-2.43,0,0.46,0,0.94,0,0.00,23.30,28.08,0,5.85,0,3,3,0.879,0.887,0.182,1,0.697,0.155,1,0.733,0.356,1,0.523,0.418,1,0.469
1,2,12.0,2.500,112.07,0,-2.32,0,0.48,0,0.94,0,0.00,23.30,23.31,0,6.06,0,3,3,0.886,0.894,0.182,1,0.704,0.155,1,0.740,0.353,1,0.533,0.415,1,0.479
1,2,12.5,2.521,96.02,0,-2.25,0,0.48,0,0.95,0,0.00,23.30,13.99,0,6.67,0,3,3,0.890,0.899,0.291,1,0.599,0.285,1,0.614,0.365,1,0.525,0.424,1,0.475
1,2,13.0,2.542,62.61,0,-2.22,0,0.48,0,0.94,0,0.00,23.30,15.48,0,2.81,0,3,3,0.893,0.901,0.581,1,0.312,0.580,1,0.321,0.396,1,0.497,0.452,1,0.449
1,2,13.5,2.563,72.62,0,-2.08,0,0.49,0,0.94,0,0.00,23.30,7.43,0,0.13,0,3,3,0.902,0.911,0.523,1,0.379,0.523,1,0.388,0.385,1,0.516,0.442,1,0.469
1,2,14.0,2.583,58.07,0,-1.98,0,0.48,0,0.94,0,0.00,23.40,2.65,0,11.91,0,3,3,0.908,0.918,0.583,1,0.326,0.607,1,0.311,0.396,1,0.512,0.461,1,0.457
1,2,14.5,2.604,77.19,0,-1.94,0,0.43,0,0.93,0,0.00,23.30,16.92,0,4.33,0,3,3,0.911,0.920,0.473,1,0.438,0.488,1,0.433,0.377,1,0.534,0.435,1,0.486
1,2,15.0,2.625,66.14,0,-1.88,0,0.35,0,0.94,0,0.00,23.30,5.81,0,4.85,0,3,3,0.915,0.924,0.544,1,0.371,0.545,1,0.379,0.384,1,0.531,0.443,1,0.481
1,2,15.5,2.646,34.17,0,-1.89,0,0.29,0,0.94,0,0.00,23.30,0.41,0,1.93,0,3,3,0.914,0.923,0.830,1,0.084,0.837,1,0.086,0.420,1,0.494,0.485,1,0.439
1,2,16.0,2.667,13.87,0,-1.90,0,0.26,0,0.94,0,0.00,23.40,-5.67,0,2.43,0,3,3,0.913,0.923,0.847,1,0.066,0.849,1,0.074,0.446,1,0.467,0.526,1,0.397
1,2,16.5,2.688,3.65,0,-1.88,0,0.24,0,0.95,0,0.00,23.30,-1.78,0,1.53,0,3,3,0.914,0.924,0.842,1,0.072,0.847,1,0.077,0.702,1,0.213,0.722,1,0.202
1,2,17.0,2.708,0.29,0,-1.91,0,0.22,0,0.94,0,0.00,23.30,-7.32,0,0.78,0,128,128,0.913,0.922,0.836,1,0.076,0.844,1,0.078,0.701,1,0.211,0.721,1,0.201
1,2,17.5,2.729,0.00,0,-1.92,0,0.21,0,0.94,0,0.00,23.30,-1.12,0,1.57,0,0,0,0.912,0.921,1.069,0,-0.157,1.034,0,-0.113,1.068,0,-0.157,1.034,0,-0.113
1,2,18.0,2.750,0.00,0,-1.94,0,0.19,0,0.94,0,0.00,23.30,-6.32,0,-0.74,0,0,0,0.910,0.920,0.588,0,0.323,0.743,0,0.177,0.588,0,0.323,0.743,0,0.177
1,2,18.5,2.771,0.00,0,-1.96,0,0.18,0,0.93,0,0.00,23.40,-8.00,0,0.32,0,0,0,0.909,0.918,1.273,0,-0.364,1.276,0,-0.358,1.273,0,-0.364,1.276,0,-0.358
1,2,19.0,2.792,0.00,0,-1.94,0,0.18,0,0.93,0,0.00,23.40,-10.78,0,0.03,0,0,0,0.911,0.920,1.525,0,-0.614,1.490,0,-0.570,1.525,0,-0.614,1.490,0,-0.570
1,2,19.5,2.813,0.00,0,-1.98,0,0.20,0,0.93,0,0.00,23.30,-5.43,0,-0.64,0,0,0,0.908,0.917,1.563,0,-0.654,1.455,0,-0.538,1.563,0,-0.654,1.455,0,-0.538
1,2,20.0,2.833,0.00,0,-2.02,0,0.25,0,0.94,0,0.00,23.30,-9.24,0,-2.03,0,0,0,0.907,0.915,1.381,0,-0.475,1.216,0,-0.301,1.381,0,-0.475,1.216,0,-0.301
1,2,20.5,2.854,0.00,0,-2.04,0,0.29,0,0.94,0,0.00,23.30,-7.38,0,-0.82,0,0,0,0.907,0.914,0.988,0,-0.082,1.108,0,-0.194,0.989,0,-0.082,1.108,0,-0.194
1,2,21.0,2.875,0.00,0,-2.07,0,0.33,0,0.93,0,0.00,23.30,-10.92,0,-2.84,0,0,0,0.906,0.912,1.358,0,-0.452,0.949,0,-0.037,1.358,0,-0.452,0.949,0,-0.037
1,2,21.5,2.896,0.00,0,-2.12,0,0.34,0,0.92,0,0.00,23.40,-8.03,0,-1.76,0,0,0,0.904,0.910,0.557,0,0.347,0.814,0,0.096,0.557,0,0.347,0.814,0,0.096
1,2,22.0,2.917,0.00,0,-2.12,0,0.34,0,0.93,0,0.00,23.40,-7.55,0,-3.32,0,0,0,0.905,0.911,0.720,0,0.185,0.754,0,0.157,0.720,0,0.185,0.754,0,0.157
1,2,22.5,2.938,0.00,0,-2.13,0,0.34,0,0.93,0,0.00,23.30,-4.03,0,0.28,0,0,0,0.905,0.911,0.145,0,0.760,0.016,0,0.895,0.145,0,0.760,0.016,0,0.895
1,2,23.0,2.958,0.00,0,-2.16,0,0.34,0,0.93,0,0.00,23.40,-7.70,0,-0.04,0,0,0,0.904,0.910,0.752,0,0.152,0.719,0,0.191,0.752,0,0.152,0.719,0,0.191
1,2,23.5,2.979,0.00,0,-2.24,0,0.32,0,0.93,0,0.00,23.40,-3.90,0,-1.63,0,0,0,0.900,0.906,0.277,0,0.623,0.405,0,0.501,0.277,0,0.623,0.405,0,0.501
1,3,0.0,3.000,0.00,0,-2.30,0,0.32,0,0.93,0,0.00,23.40,-10.01,0,-1.91,0,0,0,0.898,0.903,0.280,0,0.618,0.562,0,0.341,0.280,0,0.618,0.562,0,0.341
1,3,0.5,3.021,0.00,0,-2.43,0,0.31,0,0.92,0,0.00,23.30,-16.02,0,-4.32,0,0,0,0.890,0.895,0.457,0,0.433,0.559,0,0.336,0.457,0,0.433,0.559,0,0.336
1,3,1.0,3.042,0.00,0,-2.61,0,0.29,0,0.92,0,0.00,23.30,-13.93,0,-3.20,0,0,0,0.879,0.884,0.734,0,0.145,0.668,0,0.216,0.734,0,0.145,0.668,0,0.216
1,3,1.5,3.063,0.00,0,-2.78,0,0.26,0,0.93,0,0.00,23.30,-6.02,0,-1.11,0,0,0,0.869,0.874,1.247,0,-0.377,0.891,0,-0.017,1.247,0,-0.377,0.891,0,-0.017
1,3,2.0,3.083,0.00,0,-2.74,0,0.25,0,0.92,0,0.00,23.30,-6.19,0,-0.62,0,0,0,0.873,0.877,1.187,0,-0.314,0.728,0,0.149,1.187,0,-0.314,0.728,0,0.149
1,3,2.5,3.104,0.00,0,-2.71,0,0.24,0,0.91,0,0.00,23.40,-4.31,0,0.46,0,0,0,0.876,0.880,0.661,0,0.215,0.648,0,0.232,0.661,0,0.215,0.648,0,0.232
1,3,3.0,3.125,0.00,0,-2.68,0,0.23,0,0.93,0,0.00,23.40,-0.31,0,0.62,0,0,0,0.880,0.884,0.366,0,0.513,0.743,0,0.141,0.367,0,0.513,0.743,0,0.141
1,3,3.5,3.146,0.00,0,-2.67,0,0.23,0,0.94,0,0.00,23.40,0.50,0,0.19,0,0,0,0.881,0.885,1.117,0,-0.235,1.261,0,-0.376,1.117,0,-0.235,1.261,0,-0.376
1,3,4.0,3.167,0.00,0,-2.63,0,0.26,0,0.94,0,0.00,23.30,0.69,0,-0.38,0,32,32,0.885,0.889,0.836,1,0.048,0.844,1,0.044,0.679,1,0.206,0.705,1,0.184
1,3,4.5,3.188,0.00,0,-2.64,0,0.29,0,0.94,0,0.00,23.40,-1.46,0,-1.90,0,64,64,0.885,0.889,0.836,1,0.049,0.844,1,0.044,0.673,1,0.212,0.701,1,0.188
1,3,5.0,3.208,0.00,0,-2.82,0,0.28,0,0.93,0,0.00,23.30,-3.97,0,-2.24,0,0,0,0.875,0.878,1.226,0,-0.351,1.153,0,-0.275,1.226,0,-0.351,1.153,0,-0.275
1,3,5.5,3.229,0.00,0,-3.01,0,0.27,0,0.93,0,0.00,23.30,-5.61,0,-5.65,0,0,0,0.864,0.866,0.534,0,0.329,0.709,0,0.157,0.534,0,0.329,0.709,0,0.157
1,3,6.0,3.250,0.00,0,-3.16,0,0.24,0,0.93,0,0.00,23.40,-5.90,0,-2.95,0,0,0,0.855,0.857,0.762,0,0.093,1.032,0,-0.175,0.762,0,0.093,1.032,0,-0.175
1,3,6.5,3.271,0.00,0,-3.19,0,0.22,0,0.92,0,0.00,23.40,-1.75,0,0.16,0,0,0,0.854,0.856,1.270,0,-0.416,1.011,0,-0.155,1.270,0,-0.416,1.011,0,-0.155
1,3,7.0,3.292,0.00,0,-3.12,0,0.21,0,0.92,0,0.00,23.30,3.16,0,0.29,0,0,0,0.860,0.862,0.791,0,0.068,1.090,0,-0.228,0.791,0,0.068,1.090,0,-0.228
1,3,7.5,3.313,0.08,0,-3.02,0,0.22,0,0.92,0,0.00,23.40,-3.35,0,0.55,0,0,0,0.867,0.869,1.460,0,-0.593,1.443,0,-0.574,1.460,0,-0.593,1.443,0,-0.574
1,3,8.0,3.333,4.97,0,-3.01,0,0.21,0,0.93,0,0.00,23.30,-0.50,0,0.47,0,0,0,0.869,0.871,1.269,0,-0.400,0.774,0,0.097,1.269,0,-0.400,0.774,0,0.097
1,3,8.5,3.354,21.34,0,-3.02,0,0.20,0,0.94,0,0.00,23.30,4.77,0,0.77,0,0,0,0.870,0.872,0.862,0,0.008,0.875,0,-0.003,0.862,0,0.008,0.875,0,-0.003
1,3,9.0,3.375,43.89,0,-2.99,0,0.21,0,0.94,0,0.00,23.40,13.97,0,2.28,0,0,0,0.872,0.874,0.371,0,0.501,0.743,0,0.131,0.371,0,0.501,0.743,0,0.131
1,3,9.5,3.396,45.57,0,-2.83,0,0.21,0,0.94,0,0.00,23.30,15.79,0,1.86,0,0,0,0.884,0.886,0.719,0,0.165,0.858,0,0.028,0.719,0,0.165,0.858,0,0.028
1,3,10.0,3.417,32.33,0,-2.70,0,0.23,0,0.95,0,0.00,23.30,5.60,0,2.51,0,0,0,0.894,0.896,0.753,0,0.141,0.819,0,0.077,0.753,0,0.141,0.819,0,0.077
1,3,10.5,3.438,47.27,0,-2.63,0,0.23,0,0.95,0,0.00,23.40,14.00,0,2.48,0,0,0,0.900,0.902,0.491,0,0.409,0.400,0,0.502,0.491,0,0.409,0.400,0,0.502
1,3,11.0,3.458,57.30,0,-2.53,0,0.22,0,0.95,0,0.00,23.40,16.60,0,2.80,0,0,0,0.908,0.910,0.750,0,0.158,0.726,0,0.184,0.750,0,0.158,0.726,0,0.184
1,3,11.5,3.479,108.64,0,-2.41,0,0.21,0,0.96,0,0.00,23.40,39.70,0,6.33,0,0,0,0.917,0.919,0.377,0,0.540,0.395,0,0.524,0.377,0,0.540,0.395,0,0.524
1,3,12.0,3.500,79.34,0,-2.07,0,0.23,0,0.96,0,0.00,23.40,25.21,0,8.51,0,0,0,0.942,0.944,0.561,0,0.381,0.507,0,0.437,0.561,0,0.381,0.507,0,0.437
1,3,12.5,3.521,69.77,0,-1.99,0,0.27,0,0.96,0,0.00,23.40,17.82,0,2.35,0,0,0,0.948,0.950,0.263,0,0.686,0.289,0,0.661,0.263,0,0.686,0.289,0,0.661
